Contract #,Business Size,Schedule,Site,Begin Date,End Date,SIN,Vendor Name,Labor Category,education Level,Minimum Years Experience,Current Year Labor Price,Next Year Labor Price,Second Year Labor Price
GS-10F-0298N,small business,Environmental,Both,3/20/03,3/19/23,"899-1,3,8","Pinyon Environmental, Inc. (d.b.a.) Pinyon Environmental Engineering Resources",Archeologist/Historian II,Masters,6,129.67,129.67,129.67
GS10F0101S,small business,MAS Consolidated,Both,1/3/21,1/2/26,"541611, 611430, 611512","AE Strategies, LLC",Senior Analyst,Bachelors,7,129.67,129.67,129.67
47QTCA21D006Z,small business,MAS Consolidated,Both,3/22/21,3/21/26,54151HEAL,DaVinci Software Solutions LLC,Health Electronic Health Record (EHR) System Analyst,Bachelors,5,129.68,132.92,136.25
GS-10F-0054Y,small business,MOBIS,Both,11/10/11,11/9/21,874-1,"Advanced Survey Design, LLC",Professional Services,Bachelors,6,129.71,,
GS-00F-393GA,small business,Consolidated,Both,9/13/17,9/12/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 871-7, 874-1, 874-7, 874-501, 874-503, 874-504, 874-507","NAVIGATOR INTERNATIONAL, LLC ",Analyst/Logistician Level III,Bachelors,7,129.72,132.32,134.96
GS-00F-303GA,small business,Consolidated,Both,8/2/17,8/1/22,874-1 874-6 874-7,INFINISOURCE CONSULTING SOLUTIONS INC,Program Manager I,Bachelors,6,129.74,132.34,134.99
47QRAA18D000H,small business,MAS Consolidated,Customer,10/20/17,10/19/22,"541620, 562910REM",CABERA SERVICES INC.,Senior Scientist I,Bachelors,5,129.75,132.35,
47QTCA20D004W,small business,MAS Consolidated,Both,1/22/20,1/21/25,54151S,Syarose Technology Services Inc,Network Security Specialist,Bachelors,5,129.76,132.74,135.8
GS-00F-055GA,small business,Consolidated,Both,12/1/16,11/30/21,"874-1, 874-6, 874-7",DAVIS RESEARCH LLC,Technical Analyst III,Bachelors,7,129.79,132.26,134.77
GS-10F-0444P,other than small business,Environmental,Customer,7/28/04,7/27/24,899-1 899-7,"Fugro Earthdata, Inc.",Specialist,Bachelors,7,129.79,,
GS-10F-0119P,small business,MOBIS,Contractor,12/12/03,12/11/23,"874-1, 874-4, 874-7","Professional Solutions1, LLC (D.B.A.) Professional Solutions",Programmer Analyst IV,Bachelors,5,129.8,132.4,135.04
GS-00F-005CA,other than small business,Consolidated,Contractor,12/12/14,12/11/24,C874-1/RC,"Resource Management Concepts, Inc.",Financial Analyst IV,Bachelors,7,129.8,,
47QRAA19D009N,other than small business,Consolidated,Both,6/27/19,6/26/24,132-51,"Universal Technical Resources Services, Inc. (d.b.a.) Utrs",Computer Systems Engineer,Bachelors,5,129.85,132.45,135.1
GS-00F-0042P,other than small business,Consolidated,Customer,7/15/04,7/14/24,"874-1, 874-7",McKing Consulting Corporation,Scientist - Level 9,Ph.D.,5,129.85,132.45,135.1
47QRAA18D007D,small business,Consolidated,Both,4/4/18,4/3/23,874-1,"Vysnova Partners, Inc.",Senior Tech Manager,Masters,5,129.86,132.46,135.11
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,"541330ENG,541715",PEERLESS TECHNOLOGIES CORPORATION,Systems Analyst III,Bachelors,5,129.87,129.87,129.87
47QRAA18D0052,other than small business,Consolidated,Both,2/12/18,2/11/23,874-1 & 520-21,"ANALYTICAL PLANNING PROGRAMING POLICY & STRATEGIC INTEGRATION, LLC",Consultant/ Subject Matter Expert (SME) - I,Bachelors,6,129.88,132.35,134.86
GS-10F-0017V,small business,Environmental,,11/1/08,10/31/23,"899-1, 899-2, 899-4, 899-7, 899-8 - Client Facility","Los Alamos Technical Associates, Inc. (d.b.a.) Lata",Quality Assurance Manager/Quality Control Manager,Bachelors,5,129.88,129.88,129.88
47QTCA19D00DZ,small business,IT Schedule 70,Both,6/18/19,6/18/24,132-51,"UP AND RUNNING, INC.",Systems Engineer,Bachelors,7,129.89,133.14,136.47
47QTCA19D00DZ,small business,IT Schedule 70,Both,6/18/19,6/18/24,132-51,"UP AND RUNNING, INC.",Project Manager - Senior,Bachelors,7,129.89,133.14,136.47
47QRAA19D004J,small business,Consolidated,Both,2/14/19,2/13/24,874-1,"J. E. Austin Associates, Inc.",Program/Project Director,Bachelors,6,129.91,132.51,135.16
GS-10F-0093T,small business,PES,Both,12/26/06,12/25/21,"871-1, 871-2, 871-4, 871-6","Joint Research And Development, Inc. (d.b.a.) Jrad",Senior Manager                          (Senior Manager),Bachelors,5,129.92,,
47QRAA19D000Q,other than small business,Consolidated,Both,10/31/18,10/30/23,"C899-1, C899-3, C899-7, C899-8",Stantec Consulting Services,Junior Training Software Developer,Bachelors,5,129.95,132.94,136
GS-00F-280DA,small business,Consolidated,Both,9/14/16,9/13/21,"874-6, 874-7, 874-1, 520-12, 520-21, 520-22","Cameo Consulting Group, LLC",Senior Consultant I,Bachelors,7,129.97,,
47QRAA18D00GR,small business,Consolidated,Both,9/26/18,9/25/23,"871-7, 871-208, 871-211, 874-1, 874-6, 874-7, 874-501, 874-507, 899-1, 899-5","Lindahl Reed, LLC",Analyst - Level 5,Bachelors,7,129.97,132.7,135.49
GS-00F-205GA,small business,Consolidated,Both,5/31/17,5/30/22,"874-1, 874-6, 874-7",CONNEXUS HUB INC,Process Improvement Consultant I,Bachelors,5,129.98,132.96,136.02
GS-00F-0014Y,small business,Consolidated,Both,6/20/03,6/19/23,"520-7/520-7RC, 871-2/871-2RC, 871-5/871-5RC, 871-6/871-6RC, 871-7/871-7RC, 874-1/874-1RC, 874-7/874-7RC, 899-1/899-1RC, 899-7/899-7RC","J.G. Management Systems, Inc. (d.b.a.) JGMS",Principal Professional I,Masters,5,129.99,132.59,135.24
47QRAA20D000V,small business,Consolidated,Both,10/30/19,10/29/24,871-7,Sain Engineering Associates,Engineer/Architect - Level II,Bachelors,5,130,132.73,135.52
47QRAA20D000M,small business,Consolidated,Both,10/25/19,10/24/24,871-7,"BNA CONSULTING, LLC",Acoustical Engineer,Bachelors,6,130,132.73,135.52
GS-29F-0028W,small business,71_IIK,Customer,2/15/18,2/14/23,541614CF and 541614OR,Bialek Corporation of Maryland,Program Manager (MD),Bachelors,5,130,130,
47QRAA19D0070,small business,Consolidated,Both,4/15/19,4/14/24,874-1,REVEAL GLOBAL CONSULTING,Senior Econometrician,Bachelors,7,130,132.61,135.26
GS-00F-420GA,small business,Consolidated,Both,9/25/17,9/24/22,520-12,PRINCIPLE INFORMATION TECHNOLOGY COMPANY,Budgetary SME,Masters,7,130.03,130.03,130.03
GS-00F-0012Y,small business,Consolidated,Both,1/1/12,12/31/21,C874-1/C874-6/ C874-7,"Markon, Inc.",Senior Consultant I,Bachelors,7,130.03,,
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"874-1, 874-7, 874-501, 874-503, 874-504, 874-505","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Instructor - Senior,Masters,5,130.04,133.29,136.62
47QRAA19D00AK,small business,Consolidated,Customer,7/23/19,7/22/24,874-501; 874-503; 874-504; 874-505,ERPROSOURCE360 LLC,Instructor V,Ph.D.,5,130.04,133.29,136.62
47QTCA19D00DC,small business,IT Schedule 70,Customer,6/10/19,6/10/24,132-51,"APPLIED COMPUTING TECHNOLOGIES, INC.",Database Management Specialist (Senior) - Development,Bachelors,5,130.05,132.65,135.3
GS-29F-0017P,other than small business,71_IIK,Both,7/27/19,7/26/24,"712-1, 712-2, 712-3 and 712-4",Gilbane Building Company,Project Manager I / Transition Manager,Bachelors,7,130.09,132.56,135.08
47QRAA20D0059,small business,MAS Consolidated,Contractor,3/26/20,3/25/25,ALL,KENNELL & ASSOCIATES INC,Consultant II,Bachelors,7,130.12,133.37,136.71
GS-00F-356GA,other than small business,Consolidated,Both,9/1/17,8/31/22,"874-1, 874-4, 874-7","ZEMITEK, LLC",Mid Technical Advisor,Bachelors,6,130.14,133.39,136.73
GS-10F-0213P,small business,MOBIS,Both,2/27/04,2/26/24,874-7,"AED Stratecon, LLC",Statistician,Bachelors,6,130.16,130.16,130.16
GS-35F-547JA,small business,IT Schedule 70,Both,7/25/19,7/24/24,132-51,CHIEF TECHNOLOGIES LLC,Subject Matter Expert,Bachelors,6,130.18,133.43,136.77
GS-10F-0356Y,small business,MOBIS,Both,6/20/12,6/19/22,"874-1, 874-7, 541-1, 541-2, 541-3, 541-5",BayFirst Solutions LLC,Subject Matter Expert I,Bachelors,5,130.19,132.79,135.45
GS-00F-229GA,small business,Consolidated,Both,6/19/17,6/18/22,"871-1, 871-2, 871-3, 871-4",PRETALEN LTD,Systems Engineer,Bachelors,5,130.2,133.06,135.99
GS-00F-365GA,other than small business,Consolidated,Both,9/9/17,9/8/22,874 1,POLICE EXECUTIVE RESEARCH FORUM,Senior Associate 3,Bachelors,5,130.21,130.21,130.21
GS-00F-083GA,small business,Consolidated,Both,1/9/17,1/8/22,874-1,"APPLIED ENGINEERING MANAGEMENT CORPORATION
dba AEM",Senior Business Analyst,Bachelors,7,130.23,133.1,136.02
47QRAA18D00AG,small business,Consolidated,Both,6/12/18,6/11/23,"874-1/ RC, 541-3/ RC, 541-4a/ RC, C132-51/ RC","IGNYTE GROUP, INC.",Management Consultant,Bachelors,7,130.23,132.84,135.49
GS-35F-714GA,other than small business,IT Schedule 70,Both,2/14/18,2/13/23,132-51,Calibre Systems Inc.,Database Administrator,Bachelors,7,130.29,130.29,130.29
GS-00F-262GA,other than small business,Consolidated,Customer,7/12/17,7/11/22,871-3         871-6,Computercraft Corporation,Project Manager I,Masters,7,130.3,132.91,135.56
GS-10F-0229N,small business,Environmental,Customer,1/31/03,1/30/23,899-1,Aspen Environmental Group,Earth Science  / Hydrology-II,Bachelors,5,130.33,134.57,138.94
GS-00F-173GA,small business,Consolidated,Both,4/24/17,4/23/22,"874-1, 874-7","GREYSTONES CONSULTING GROUP, LLC",Senior Program Manager,Masters,6,130.33,132.94,135.6
GS-35F-0235Y,small business,IT Schedule 70,Both,3/2/17,3/1/22,132-51,"Cloudburst Security, LLC",Analyst III,Bachelors,6,130.33,132.75,135.22
47QRAA18D00D6,small business,Consolidated,Both,7/27/18,7/26/23,"541-1, 541-4F, 541-4E, 541-3","LIGHTY COMMUNICATIONS GROUP - LCG, INC.",Content Writer,Bachelors,5,130.36,133.62,136.96
GS-10F-136BA,small business,MOBIS,Contractor,4/11/14,4/10/24,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","R3 Government Solutions, LLC",Senior Technical Training Specialist,Bachelors,6,130.41,133.54,136.74
GS-10F-136BA,small business,MOBIS,Contractor,4/11/14,4/10/24,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","R3 Government Solutions, LLC",Senior Safety Analyst,Bachelors,7,130.41,133.54,136.74
47QRAA19D00B6,other than small business,Consolidated,Contractor,8/8/19,8/7/24,871-4,ALPHASIX CORPORATION,Testing Specialist Level 3,Bachelors,6,130.41,133.02,135.68
47QRAA18D001D,other than small business,Consolidated,Both,11/11/17,11/10/22,874 1; 874 7,Altarum Institute,Analyst,Bachelors,5,130.41,134.32,138.35
GS00F354CA,other than small business,MAS Consolidated,Both,9/30/20,9/29/25,"541910, 512110, 541850, 541613, 541620, 611430, 541370GIS, 541715, 541330ENG, 541420, 541380 , 541611",RESEARCH TRIANGLE INSTITUTE,Laboratory Professional 1,Bachelors,6,130.43,133.69,137.03
GS-00F-311GA,small business,Consolidated,Both,8/4/17,8/3/22,874-1: 874-1RC,AXIOLOGIC SOLUTIONS LLC,Consultant,Bachelors,7,130.46,,
47QRAA18D008G,other than small business,Consolidated,Customer,4/25/18,4/24/23,"541-4A, 874 1",ATH POWER CONSULTING CORP,Executive Consultant/Engagement Director I,Bachelors,5,130.53,133.28,136.07
GS-29F-0001Y,small business,71_IIK,Customer,10/12/16,10/11/21,541614CF and 541614OR,"Olshesky Design Group, LLC","Project Manager, Jr. (VA)",Bachelors,5,130.59,,
47QRAA18D007R,small business,Consolidated,Customer,4/9/18,4/8/23,132-51,"ABACO STRATEGY, LLC",Security Analyst III,Bachelors,5,130.6,133.34,136.15
GS-00F-0035N,other than small business,Consolidated,Contractor,2/1/03,5/29/22,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Epsilon System Solutions, Inc.",Senior Safety Analyst,Bachelors,7,130.66,134.06,137.54
GS-00F-0035N,other than small business,Consolidated,Contractor,2/1/03,5/29/22,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Epsilon System Solutions, Inc.",Senior Technical Training Specialist,Bachelors,6,130.66,134.06,137.54
GS-10F-0229N,small business,Environmental,Customer,1/31/03,1/30/23,899-1,Aspen Environmental Group,Information Technology,Bachelors,5,130.69,134.94,139.32
47QRAA18D007R,small business,Consolidated,Customer,4/9/18,4/8/23,874-1,"ABACO STRATEGY, LLC",Functional Specialist - 2,Bachelors,6,130.71,133.46,136.26
GS-21F-044DA,small business,03FAC,,9/19/16,9/18/21,811 005,DJ'S MECHANICAL INC,Sr. Project Manager,Bachelors,6,130.73,,
ZF253HA,other than small business,IT Schedule 70,Contractor,2/21/18,2/20/23,132-51,DECISIVE ANALYTICS CORPORATION,Analyst,Bachelors,5,130.76,134.68,138.72
47QRAA18D00DL,other than small business,Consolidated,Both,8/3/18,8/2/23,"874-1, 874-1RC, 874-6, 874-6RC, 874-7, 874-7RC","KSJ & Associates, Inc.",Subject Matter Expert (Technical) I,Bachelors,5,130.81,134.47,138.23
ZF537GA,small business,IT Schedule 70,Both,7/9/17,7/10/22,132-51,"Excel Management Systems, Inc",Senior Software Programmer,Bachelors,6,130.82,130.82,130.82
47QRAA18D006F,small business,Consolidated,,3/20/18,3/19/23,C132-51,"Oasis Systems, LLC",Systems Architect II,Bachelors,5,130.82,133.83,136.91
GS-00F-392GA,other than small business,Consolidated,Both,9/15/17,9/14/22,874-4/874-4RC,"APPRIO, INC.",Distance Learning (DL) Producer,Bachelors,6,130.82,133.44,136.11
GS-35F-499AA,small business,IT Schedule 70,Both,10/15/19,10/14/24,132 51,"cFocus Software, Inc.",Enterprise IT System Architect IV,Bachelors,6,130.84,130.84,130.84
47QTCA19D00CT,small business,IT Schedule 70,Both,5/29/19,5/29/24,132-51,Tuknik Government Services LLC,Net Developer - Senior,Bachelors,7,130.84,133.85,136.93
47QTCA19D00CT,small business,IT Schedule 70,Both,5/29/19,5/29/24,132-51,Tuknik Government Services LLC,Cold Fusion Developer - Senior,Bachelors,7,130.84,133.85,136.93
47QRAA18D00F2,small business,Consolidated,Contractor,9/5/18,9/4/23,C132-51; 871-1; 871-2; 871-3; 871-4,"HEBCO, INC.",Senior Electronic/Electrical Engineer,Bachelors,7,130.86,133.48,136.15
47QTCA20D006E,small business,IT Schedule 70,Both,2/19/20,2/18/25,132-40,Marsiglio & Murphy Design Group,Jr Developer - Cloud,Bachelors,7,130.86,130.86,130.86
47QRAA19D007F,small business,Consolidated,Both,4/26/19,4/25/24,"871 1, 871 2, 871 3, 871 4, 871 5, C132 51",Gbl Systems Corporation,Sr Systems/Software Engineer,Bachelors,6,130.87,130.87,130.87
GS-00F-277DA,small business,Consolidated,Both,9/13/16,9/12/21,"899-1, 899-7",ECOSYSTEM SCIENCES,Senior Environmental Planner,Bachelors,6,130.88,133.23,
GS-00F-277DA,small business,Consolidated,Both,9/13/16,9/12/21,"899-1, 899-7",ECOSYSTEM SCIENCES,Senior Scientist,Bachelors,6,130.88,133.23,
GS-21F-057AA,small business,03FAC,,12/28/12,12/27/22,811 006,"SRA International, Inc.",Building Analyst/Operator Trainer,Bachelors,7,130.9,,
47QRAA20D001S,other than small business,Consolidated,Customer,11/20/19,11/19/24,C132-51,"Bluewater Federal Solutions, Inc.",Information Technology Specialist IV,Bachelors,6,130.95,133.7,136.51
GS-00F-080GA,small business,Consolidated,Both,1/3/17,1/2/22,"871-3, 871-4","GLOBAL TECHNOLOGY AND MANAGEMENT RESOURCES, INC",Group Engineer,Bachelors,5,130.95,133.31,135.71
GS-00F-151GA,small business,Consolidated,Customer,3/30/17,3/29/22,874-7,"FAVOR TECHCONSULTING, LLC",Project Manager II,Bachelors,6,130.96,132.53,134.12
47QRAA19D006N,small business,Consolidated,Both,4/3/19,4/2/24,"874-1
874-7","TECHPRIDE, Inc.",Consultant 2,Bachelors,5,130.96,130.96,130.96
47QRAA19D0094,small business,Consolidated,Both,6/10/19,6/9/24,"871-1, 871-2, 871-3, and 871-4","4m Research, Inc.",Business Process Reengineering Specialist,Bachelors,5,130.98,133.99,137.07
GS-00F-096GA,small business,Consolidated,Both,1/23/17,1/25/22,874 7,PROJE INC,Business Analyst,Bachelors,5,130.98,130.98,130.98
47QTCA19D00FK,small business,IT Schedule 70,Both,7/18/19,7/17/24,132-51,"Sohum Systems, LLC",Systems Architect Sr.,Bachelors,5,130.98,133.99,137.07
47QRAA21D003G,small business,MAS Consolidated,Both,3/12/21,3/11/26,541330ENG,ACE CONSULTING COMPANY LLC,Estimator,Bachelors,5,130.98,134.25,137.61
47QRAA18D00GC,other than small business,Consolidated,Contractor,9/24/18,9/23/23,"520-21; 871-1,6; 874-1",JMA SOLUTIONS LLC,Task Lead,Bachelors,7,131,133.89,136.83
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"874-1, 874-7, 874-501, 874-503, 874-504, 874-505","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Instructor - Senior - Top Secret,Masters,5,131,134.28,137.64
47QRAA19D009F,small business,Consolidated,Both,6/20/19,6/19/24,"874-1/RC,874-2/RC, 874-4/RC, 874-6/RC, 874-7/RC",Business Strategy Consultants LLC,Sr. Training Specialist,Bachelors,6,131.03,134.05,137.13
47QRAA18D00AT,other than small business,Consolidated,Contractor,6/20/18,6/19/23,874-1,ACADEMYHEALTH,Director (Public Relations) I,Bachelors,7,131.04,134.97,139.02
47QTCA20D003A,small business,IT Schedule 70,Contractor,12/23/19,12/22/24,132-51,Essex Management LLC,IT Business Analyst I,Bachelors,6,131.06,134.99,139.04
47QTCA19D00CT,small business,IT Schedule 70,Both,5/29/19,5/29/24,132-51,Tuknik Government Services LLC,Project Manager IV,Bachelors,7,131.08,134.09,137.18
GS00F354CA,other than small business,MAS Consolidated,Both,9/30/20,9/29/25,"541910, 512110, 541850, 541613, 541620, 611430, 541370GIS, 541715, 541330ENG, 541420, 541380 , 541611",RESEARCH TRIANGLE INSTITUTE,Professional 3,Masters,6,131.08,134.36,137.72
47QRAA18D0056,other than small business,Consolidated,Both,2/14/18,2/13/23,871-1,"HILL TECHNICAL SOLUTIONS, INC.",Engineer III,Bachelors,5,131.14,133.89,136.71
GS-35F-499AA,small business,IT Schedule 70,Both,10/15/19,10/14/24,132 51,"cFocus Software, Inc.",IT Engineer IV,Bachelors,6,131.15,131.15,131.15
47QTCA21D0059,small business,MAS Consolidated,Both,2/12/21,2/11/26,54151S,Waterleaf International LLC,Subject Matter Expert I,Bachelors,5,131.15,133.51,135.91
GS-10F-0414X,small business,Language Services,Both,7/29/11,7/28/21,382-4/RC,"Languages Unlimited, LLC",CLASS Expert (Cleared),Bachelors,5,131.19,,
GS-00F-216GA,small business,Consolidated,Both,6/9/17,6/8/22,874-1        874-7,2M RESEARCH SERVICES LLC,Program Evaluator I,Bachelors,5,131.19,133.42,135.69
GS-10F-0253N,small business,Logistics,Contractor,2/18/03,2/17/23,"874-501, 874-503, 874-504, 874-505, 874-507","Ltm, Inc.",Acquisition Logistics Manager 2,Bachelors,6,131.2,133.83,136.5
GS-10F-0253N,small business,Logistics,Contractor,2/18/03,2/17/23,"874-501, 874-503, 874-504, 874-505, 874-507","Ltm, Inc.",Program Analyst 3,Bachelors,6,131.2,133.83,136.5
GS-10F-0398X,small business,MOBIS,Both,7/21/11,7/20/21,"874-1, 874-1RC",Sage Horizons Consulting (D.B.A.) Sage Horizons,Technical / Admin Support,Bachelors,7,131.2,134.48,
GS-00F-224GA,small business,Consolidated,Both,6/16/16,6/15/22,"871-1, 871-2, 871-3, 871-4, 871-6, 874-1, 874-4, C132-51","CEPEDA SYSTEMS & SOFTWARE ANALYSIS, INC",Business Specialist IV,Masters,7,131.2,133.82,136.5
GS-23F-0288L,small business,AIMS,,9/19/01,9/18/21,"541-4A, 541-5","Circle Solutions, Inc.",Logistics Manager,Bachelors,5,131.22,133.72,
GS-23F-0011M,other than small business,AIMS,Both,10/11/01,10/10/21,"541-2, 541-5","Cherry Engineering Support Services, Inc. (D.B.A. Cessi)",Communications Director,Bachelors,7,131.22,133.84,
GS-00F-189GA,other than small business,Consolidated,Both,5/15/17,5/14/22,"541-4D
874-1
874-4","NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE,
INC",Managing Consultant I,Bachelors,5,131.25,133.88,136.56
GS-10F-0370X,small business,MOBIS,Contractor,7/12/11,7/11/21,"874-1, 874-6, 874-7, 874-4","LDSS, Inc. (D.B.A. LDSS)",Project Manager,Bachelors,7,131.26,133.89,136.56
47QRAA18D004T,small business,Consolidated,Both,2/7/18,2/6/23,541 4F,IRIS COMMUNICATIONS LLC,Illustrator,Bachelors,5,131.26,131.26,131.26
47QRAA18D004T,small business,Consolidated,Both,2/7/18,2/6/23,541 4F,IRIS COMMUNICATIONS LLC,Studio/Production Manager,Bachelors,5,131.26,131.26,131.26
GS-35F-234HA,other than small business,IT Schedule 70,Both,2/14/18,2/13/23,132-51,"Calibre Systems, Inc",Cloud/Web Developer,Bachelors,5,131.27,135.2,139.26
GS-00F-002CA,other than small business,Consolidated,Contractor,11/10/14,11/9/24,"C874-1, C874-4, C874-6, C874-7",Science Applications International Corporation (D.B.A.) SAIC,Project  Analyst II,Bachelors,6,131.27,,
47QRAA18D0016,small business,Consolidated,Both,11/3/17,11/2/22,,"PEREGRINE TECHNICAL SOLUTIONS, LLC",Sr Cyber Forensics Analyst,Bachelors,6,131.29,134.05,136.86
47QRAA18D00AE,other than small business,Consolidated,Both,6/6/18,6/5/23,874-1 541-5,"JBS International, Inc.",Technical Research Specialist I,Bachelors,6,131.3,134.45,137.68
GS-10F-0119P,small business,MOBIS,Customer,12/12/03,12/11/23,"874-1, 874-4, 874-7","Professional Solutions1, LLC (D.B.A.) Professional Solutions",Principal Analyst II,Bachelors,5,131.31,133.94,136.61
GS-00F-105GA,small business,Consolidated,Both,2/6/17,2/5/22,541-1,"MERRICK ADVERTISING, INC",Digital/Internet Technologies: Specialist II,Bachelors,5,131.42,131.42,131.42
GS-23F-0063P,small business,FABS,,12/8/03,12/7/23,520-13,Integrated Financial Engineering,Senior Analyst,Bachelors,6,131.42,133.92,136.46
GS-21F-040DA,other than small business,03FAC,Both,9/1/16,8/31/21,871-202,"Terranear PMC, LLC (SIA Solutions LLC)",Project Manager-Contractor Facility,Bachelors,5,131.44,,
GS-00F-373GA,small business,Consolidated,Both,9/7/17,9/6/22,899-1 & 899-11,"NOREAS, INC","Toxicologist, Sr",Bachelors,5,131.44,133.93,136.48
GS-21F-0159X,small business,03FAC,,8/5/11,8/4/21,811 005,"Utility Systems Solutions, Inc.",Estimator,Bachelors,5,131.48,,
GS-21F-0159X,small business,03FAC,,8/5/11,8/4/21,811 005,"Utility Systems Solutions, Inc.",O&M Manager,Bachelors,7,131.48,,
GS-00F-110GA,small business,Consolidated,Both,2/15/17,2/14/22,C132 51,"SHABAS SOLUTIONS, LLC",Senior COTS Specialist,Bachelors,5,131.51,134.27,137.09
47QRAA18D000W,small business,Consolidated,Both,10/31/17,10/30/22,"541-4B, 541-4E","SLICKFORCE, INC",Photographer,Bachelors,5,131.55,134.44,137.4
GS-23F-0031W,small business,FABS,Both,2/18/10,2/17/25,"520-11, 520-12",Jaybro Group LLC,Manager II,Bachelors,5,131.55,134.18,136.86
47QRAA18D0099,small business,MAS Consolidated,Both,5/10/18,5/9/23,541690,INTERNATIONAL BUSINESS SALES & SERVICES CORPORATION,Scientific Engineer II,Bachelors,7,131.55,134.71,
47QTCA21D006Z,small business,MAS Consolidated,Both,3/22/21,3/21/26,54151S,DaVinci Software Solutions LLC,Senior Solutions Architect,Bachelors,5,131.57,134.86,138.23
GS-00F-357GA,small business,Consolidated,Both,9/6/17,9/5/22,"874-1/RC, 874-4/RC, 874-6/RC, 874-7/RC, 00Corp 500/RC","A P VENTURES, LLC",Instructional Technologist Jr,Bachelors,5,131.6,134.36,137.18
47QRAA20D001T,small business,Consolidated,Both,11/21/19,11/20/24,874 1,"OVERSEAS STRATEGIC CONSULTING, LTD",ICT Specialist - Mid,Bachelors,5,131.6,134.56,137.58
GS-10F-0271M,small business,MOBIS,,5/2/02,5/1/22,"874-1, 874-2","The Management Edge, Inc. (d.b.a.) Management Edge, The",Consultant I,Bachelors,6,131.63,131.63,
47QRAA21D0029,small business,MAS Consolidated,Both,1/29/21,1/28/26,"541820, 541820, 541511, 541430, 541910,  512110","Three Girls Media, Inc",Project Manager,Bachelors,5,131.63,131.63,131.63
47QTCA0D000X,small business,IT Schedule 70,Both,10/15/19,10/14/24,132 51,BAO Systems LLC,Systems Administrator/Engineer III,Bachelors,5,131.65,134.94,138.31
47QRAA18D00A1,small business,Consolidated,Both,5/31/18,5/30/23,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6","MORSECORP, INC",Engineer IV,Bachelors,6,131.67,135.62,139.69
47QRAA19D009W,other than small business,Consolidated,Contractor,6/28/19,6/27/24,"874-1, 874-7, 874-501, 874-503, 874-504, 874-505","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Instructor - Senior,Masters,5,131.67,134.96,138.34
47QRAA18D00G4,other than small business,Consolidated,Both,9/21/18,9/20/23,541 4E,"PHILLIPS & JOHNSON ADVERTISING, INC.",Photographer (onsite),Bachelors,5,131.68,134.97,138.34
GS-10F-0079Y,other than small business,MOBIS,Both,11/30/11,11/29/21,"874-4, 874-7",Telligen,Program Manager,Bachelors,5,131.73,,
GS-10F-0044N,other than small business,MOBIS,Customer,10/22/02,10/21/22,874-1/RC   874-7/RC,"The Mitchell Group, Inc.",Program and Policy Analyst 2,Bachelors,5,131.73,134.89,138.13
47QRAA19D00AC,small business,Consolidated,Both,7/18/19,7/17/24,"874-1, 874-7",MALBAIE SOLUTIONS INC.,Project Manager,Bachelors,5,131.75,134.78,137.88
GS-10F-0438Y,small business,MOBIS,Both,8/20/12,8/19/22,874-7 & 874-7RC,"Midtown Personnel, Inc. (d.b.a.) The Midtown Group, Inc.",Senior Project Analyst,Bachelors,7,131.76,131.76,131.76
GS-10F-0034U,small business,PES,Contractor,11/8/07,11/7/22,874 6 and 00CORP 500,"Vision Centric, Inc.",Contract Administration Support III,Bachelors,7,131.78,134.28,136.83
GS-10F-0347T,small business,PES,Customer,8/21/07,8/20/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6","Summit Technical Solutions, LLC",Software Engineer II,Bachelors,7,131.82,135.24,138.76
GS-23F-037AA,small business,FABS,Both,6/6/13,6/5/23,"520-1/RC, 520-2/RC, 520-3/RC, 520-4/RC, 520-11/RC, 520-12/RC, 520-13/RC, 520-15/RC","Calloway & Associates, Inc.",Statistician,Bachelors,6,131.84,134.48,137.17
GS-10F-0051T,small business,MOBIS,Customer,11/13/06,11/12/21,871-1,"Client Solution Architects, LLC",Communication Strategist III,Bachelors,7,131.87,135.16,138.54
GS-00F-012AA,small business,Consolidated,Contractor,12/14/12,12/13/22,874 6,"The Prospective Group, Inc.",Acquisition Consultant,Bachelors,6,131.94,131.94,131.94
